"tayren","طايرين"
"tfahmna","تفاهمنا"
"emte7anatk","امتحاناتك"
"wa7d","واحد"
"ta3onik","تاعونك"
"wb3tlak","وبعتلك"
"sar7one","سارحوني"
"b5rb$","بخربش"
"awili","اويلي"
"alsaneh","السنه"
"ykhalona","يخلونا"
"lo3bat","لعبة"
"yjeb","يجيب"
"btfr8","بتفرق"
"bt5af","بتخاف"
"as2lk","اسألك"
"aljbna","الجبنه"
"$o$o","شوشو"
"bt3aml","بتعمل"
"3arfek","عارفك"
"y6os","يطس"
"ma7da","ماحدا"
"shaifh","شايفه"
"rdk","ردك"
"ys7lk","يصحلك"
"mortabe6ah","مرتبطه"
"lnadara","النضاره"
"5ater","خطير"
"7ob","حب"
"bt9ad8o","بتصدقه"
"3jbni","عجبني"
"eltani","التاني"
"na3eman","نعيما"
"martk","مرتك"
"bwjhek","بوجهك"
"elbn6lon","البنطلون"
"a7san","احسن"
"el9if","الصيف"
"al5bez","الخبز"
"tkoni","تكوني"
"la3nt","لعنت"
"likat","لايكات"
"tart","طارت"
"esm7eli","اسمحيلي"
"2z3gtak","ازعجتك"
"llawnhum","للونهم"
"klmt","كلمة"
"a3rf","اعرف"
"sabab","سبب"
"3orsi","عرسي"
"monfred","منفرد"
"elman$or","المنشور"
"b8olo","بقوله"
"nezl","نزل"
"bejlo6","بجلط"
"elmelad","الميلاد"
"t3ali","تعالي"
"bt6l3","بتطلع"
"sawelna","ساويلنا"
"2a3d","آعد"
"nfsanah","نفسانه"
"wlh","والله"
"elmrw7ah","المروحه"
"bardeh","بارده"
"bbaky","ببكي"
"wa6e","واطي"
"bshahar","بشهر"
"b2lk","بئلك"
"sa3a","ساعه"
"darjeh","دارجه"
"sma7","سماح"
"yrta7","يرتاح"
"edk","ايدك"
"la3bti","لعبتي"
"3ora","عوره"
"weno","وينه"
"bt3trf","بتعترف"
"etf9'li","اتفضلي"
"8dymh","قديمه"
"snbool","سنبول"
"thomk","ثمك"
"2sm3o","اسمعو"
"a3wj","اعوج"
"6l3t","طلعت"
"2sas","اساس"
"fadii","فاضي"
"ro3ah","روعه"
"we87at","وقحات"
"zalmty","زلمتي"
"t9b7o","تصبحو"
"2l3b","العب"
"edarh","اداره"
"3lmyeh","علميه"
"tjnneha","تجننيها"
"m5tfia","مختفيه"
"btname","بتنامي"
"beout","بيوت"
"lo8ma","لقمه"
"mohannad","مهند"
"tsale","تسلي"
"yg3o","يقعو"
"tobet","تبت"
"bd7kna","بضحكنا"
"2bal","أبل"
"emta7net","امتحنت"
"el2awsa6","الاوسط"
"joz2i","جزئي"
"btwrgene","بتورجيني"
"tetrekny","تتركني"
"eneb","عنب"
"blbqlk","بلبقلك"
"dammak","دامك"
"bagolek","بقولك"
"5tayrt","ختايرة"
"2tham","اتهام"
"kar$a","كرشه"
"t5eb","تخيب"
"7alitha","حليتها"
"b3ed","بعيد"
"w7ata","وحتى"
"elta$beh","التشبيه"
"febaly","فيبالي"
"2zn5k","ازنخك"
"7seet","حسيت"
"tt6amani","تتطمني"
"enbs6o","انبسطو"
"fonun","فنون"
"engale3","انقلع"
"absar","ابصر"
"ta7t","تحت"
"2shi","اشي"
"2lb7r","البحر"
"e8ra2i","اقرائي"
"ahsant","احسنت"
"alfal8","الفلق"
"59o9an","خصوصا"
"89er","قصير"
"m3fneh","معفنه"
"halshfayf","هالشفايف"
"klami","كلامي"
"8asi","قاسي"
"mo6rb","مطرب"
"hadeth","حديث"
"edman","ادمان"
"mbare7","مبارح"
"orbo6e","اربطي"
"skran","سكران"
"be3te","بعطي"
"ltari8","لطريق"
"ahlan","اهلا"
"bshra7lkm","بشرحلكم"
"9aify","صيفي"
"mayt","ميت"
"t3sbe$","تعصبيش"
"etfgna","اتفقنا"
"4neba","ذنيبه"
"lah","الله"
"marte","مرتي"
"tjrbele","تجربيلي"
"f3na","فعنا"
"5zaltene","خزلتيني"
"amen","امين"
"mosr6n","مسرطن"
"eln3emeh","النعيمه"
"e3'9bha","اغصبها"
"da5al","دخل"
"m38ol","معقول"
"btorfo9'e","بترفضي"
"tesma3e","تسمعي"
"btser","بتصير"
"2l3'erh","الغيره"
"afakrak","افكرك"
"6weel","طويل"
"khamsh","خامسه"
"3aleko","عليكو"
"mbrook","مبروك"
"5al9en","خالصين"
"salty","سلطي"
"tan7efhum","تنحيفهم"
"m3rfne","معرفني"
"5l8ni","خلقني"
"bdne","بدني"
"elt3le8","التعليق"
"wwladkom","وولادكم"
"9ab3'o","صابغه"
"a5retha","اخريتها"
"nzidou","نزيدوا"
"tmnetk","تمنيتك"
"etfa8na","اتفقنا"
"almurah8a","المراهقه"
"m7ssne","محسسني"
"97batha","صحباتها"
"bfdlk","بفضلك"
"malek","مالك"
"defo","ضيفه"
"a7kolna","احكولنا"
"el9edleh","الصيدليه"
"tl3bo","تلعبو"
"7eha","حيها"
"omi","امي"
"tzkrtk","تزكرتك"
"shughol","شغل"
"2n$wet","انشويت"
"rawa2","رواء"
"mojamalat","مجاملات"
"da5alaek","دخلك"
"28olek","اقلك"
"basari","بصري"
"wrai","وراي"
"a7babk","احبابك"
"b3tader","بعتذر"
"2ssi","اسسي"
"soti","صوتي"
"3a$an","عشان"
"na9eeb","نصييب"
"2bn","ابن"
"kef","كيف"
"taf3aleen","تفعلين"
"y863ha","يقطعها"
"a979e7","اصحصح"
"hadosh","هدوش"
"mz3jk","مزعجك"
"troh","تروح"
"kollhom","كلهم"
"fahmeh","فاهمه"
"lltazloj","للتزلج"
"7rke","حركه"
"aljaj","الجاج"
"elbe6'a","البيضا"
"ez3ag","ازعاق"
"bt5tr3i","بتخترعي"
"asa3edhom","اساعدهم"
"9af","صف"
"a7ky","احكي"
"el27sas","الاحساس"
"bb39'","ببعض"
"28ra9'","اقراض"
"elderaseh","الدراسه"
"7mlt","حملة"
"al2wan","الأوان"
"rasna","راسنا"
"a8wa","اقوى"
"8frh","قفره"
"amrd","امرض"
"a36eto","اعطيته"
"wa7sh","وحش"
"2lyom","اليوم"
"whyatek","وحياتك"
"el3alm","العالم"
"laymon","ليمون"
"s7eja","سحيجه"
"b6n","بطن"
"bardh","بارده"
"bll","بل"
"el5batha","الخباثه"
"mkeaj","مكياج"
"32sas","عأساس"
"bma2no","بماانه"
"2nhblt","انهبلت"
"ytl3olk","يطلعولك"
"bet3yd","بتعيد"
"admen","ادمين"
"bjam3etna","بجامعتنا"
"elkber","الكبير"
"7absenek","حابسينك"
"3meltlk","عملتلك"
"5rsa","خرسه"
"hamel","هامل"
"7snatek","حسناتك"
"astmr","استمر"
"twslha","توصلها"
"srsri","سرسري"
"astafzk","استفزك"
"elrab","الرب"
"wesa3dne","ويسعدني"
"7dado","حددو"
"yshr7li","يشرحلي"
"jedti","جدتي"
"al7l8a","الحلقه"
"fra6a","فراطه"
"angl3i","انقلعي"
"takwin","تكوين"
"b3dni","بعدني"
"efd7","فضح"
"amsek","امسك"
"rahom","رهوم"
"y5leli","يخليلي"
"elbage","الباقي"
"nshl","انشل"
"merta7","مرتاح"
"elbini","البني"
"s2let","سألت"
"daba","دبه"
"b3rfhum","بعرفهم"
"bwrgeke","بورجيكي"
"8alba","قالبه"
"el2a5r","الأخر"
"2lrbany","الرباني"
"m$","مش"
"7altha","حالتها"
"elsaneh","السنه"
"7rarah","حراره"
"3alje","عالجي"
"shaba7","شبح"
"bdna","بدنا"
"w32bel","وعئبال"
"m9eba","مصيبه"
"zman","زمان"
"rana","رنا"
"5l8k","خلقك"
"bzorat","بزورات"
"sa7be","صاحبي"
"y5rbn","يخربن"
"t7sesh","تحسيش"
"2emta","ايمتى"
"dae5","دايخ"
"3ndha","عندها"
"el6a$at","الطشات"
"t3'fo","تغفو"
"3a2li","عائلي"
"trelh","تريله"
"beltare5","بالتاريخ"
"bttzkri","بتتزكري"
"$59eh","شخصيه"
"mfhom","مفهوم"
"roaa","رؤى"
"tjnni","تجنني"
"sa7wa","صحوه"
"basel","باسل"
"njtm3","نجتمع"
"bt5al9e","بتخلصي"
"7aketesh","حكيتش"
"2l3abhom","العابهم"
"lmhne","المهنه"
"5odni","خدني"
"jedan","جدا"
"el3asal","العسل"
"moa9lat","مواصلات"
"8uds","قدس"
"sm3t","سمعت"
"etmani","اتمني"
"blonhm","بلونهم"
"ta3ak","تاعك"
"elsejadeh","السجاده"
"gabl","قابل"
"bndura","بندوره"
"rohi","روحي"
"ljaeh","الجايه"
"n3'ashtk","نغاشتك"
"mut3eb","متعب"
"tmshi","تمشي"
"ywf8k","يوفقك"
"el6l3at","الطلعات"
"btbyen","بتبين"
"t3ml","تعمل"
"83dato","قعداته"
"al2yam","الايام"
"elnhar","النهار"
"msh3'ole","مشغوله"
"bwjhen","بوجهين"
"ltntefak","لتنتيفك"
"7mloh","حملوه"
"7sabk","حسابك"
"bdrasat","بدراسات"
"3mrna","عمرنا"
"y$of","يشوف"
"el2arja2","الارجاء"
"2ldnia","الدنيا"
"yno6","ينط"
"ma8lobeh","مقلوبه"
"tsewele","تسويلي"
"alele","اليلي"
"ordoni","اردني"
"bl$to","بلشتو"
"d5eelo","دخيله"
"m2thr","مأثر"
"al2kl","الاكل"
"tanyah","تانيه"
"bt3'zlo","بتغزلو"
"bshbhne","بشبهني"
"klmtek","كلمتك"
"z3lana","زعلانه"
"79ti","حصتي"
"bt7bk","بتحبك"
"tanyen","تانين"
"sy2at","سيئات"
"3'nam","غنم"
"elbatata","البطاطا"
"msatle","مسطله"
"e$tariti","اشتريتي"
"alta9wer","التصوير"
"bttmanili","بتتمنيلي"
"fatima","فاطمه"
"ak4eb","اكذب"
"belshare3","بالشارع"
"mhrsh","مهرش"
"aesh","ايش"
"doriya","ذريه"
"azagef","ازقف"
"ya3touna","يعطونا"
"endari","انداري"
"t4krtiiha","تذكرتيها"
"tfko","تفكه"
"elz3ra","الزعرا"
"jo3","جوع"
"zitoun","زيتون"
"akmn","اكمن"
"9'l","ضل"
"hadi","هادي"
"bti7daru","بتحضرو"
"boti","بوطي"
"jo5","جوخ"
"rami","رامي"
"m3l$","معلش"
"wa2to","وئتو"
"ndros","ندرس"
"a7oto","احطه"
"btn3ase","بتنعسي"
"mot5laf","متخلف"
"$faf","شفاف"
"3'9b","غصب"
"kubeh","كبه"
"3mri","عمري"
"sa3doni","ساعدوني"
"lmosta7il","المستحيل"
"bshokh","بشوكه"
"makhlog","مخلوق"
"zaftantak","زفتانتك"
"3dlat","عدلت"
"zn5","زنخ"
"tstfzna","تستفزنا"
"5mseh","خمسه"
"l2emta","لايمتى"
"tasmem","تصميم"
"shrouq","شروق"
"2nto","انتوا"
"2shof","اشوف"
"yl3bo","يلعبو"
"meshan","ميشان"
"jabat","جابت"
"salamett","سلامة"
"daya3t","ضيعت"
"btl3le","بطلعلي"
"$lonkm","شلونكم"
"5leki","خليكي"
"btfkry","بتفكري"
"jen","جن"
"b9awrlek","بصورلك"
"llhbl","للهبل"
"awa2el","اوائل"
"nshofek","نشوفك"
"esmoh","اسمه"
"jibili","جيبيلي"
"mtlha","متلها"
"mohemeh","مهمه"
"e3enk","يعينك"
"mnjbr","منجبر"
"she5a","شيخه"
"bt$hi","بتشهي"
"l25r","لأخر"
"ashufk","اشوفك"
"m38olh","معقوله"
"7rareh","حراره"
"sha3ree","شعري"
"ahliyeh","اهليه"
"fook","فك"
"bekon","بيكون"
"hayna","هينا"
"alzwaj","الزواج"
"tejeni","تيجيني"
"5tert","ختيرت"
"7yati","حياتي"
"ananyeh","انانيه"
"zeft","زفت"
"mstahleh","مستاهله"
"blzb6","بالزبط"
"tma$ele","تمشيلي"
"mtbadl","متبادل"
"ta7shesh","تحشيش"
"a5la8","اخلاق"
"mtln","متلا"
"mni","مني"
"t5afe$","تخافيش"
"y3'orak","يغرك"
"sh3rek","شعرك"
"bi7bouni","بحبوني"
"bfedk","بفيدك"
"yer7am","ياحرام"
"elnazleh","النازله"
"denya","دنيا"
"3joa","عجوى"
"89'amh","قضامه"
"t3'ere","تغيري"
"t5sosek","تخصصك"
"wshukrn","وشكرا"
"b7alna","بحالنا"
"el7ky","الحكي"
"ballajad","باللهجد"
"5odeh","خذيه"
"zen5h","زنخه"
"zan","زن"
"ydkhl","يدخل"
"shrh","شره"
"e3'sheshak","يغششك"
"oskoto","اسكتو"
"balqees","بلقيس"
"b2r8el","بأرقل"
"bsm3","بسمع"
"hamdy","حمدي"
"el9ena3eh","الصناعيه"
"7adretek","حضرتك"
"93b","صعب"
"y5oy","ياخوي"
"elm9ari","المصاري"
"n3ed","نعيد"
"e$taretoha","اشتريتوها"
"btri8a","بطريقه"
"8marah","قمره"
"zabtah","زابطه"
"7wara","حواره"
"r8mi","رقمي"
"b7a6","بحط"
"yr7mhkm","يرحمكم"
"btfg3","بتفقع"
"n9ebk","نصيبك"
"tab3ah","تابعه"
"5jltehm","خجلتيهم"
"mawdo3","موضوع"
"6l","طل"
"lwe$","لويش"
"bt2dar","بتأدر"
"23mali","اعملي"
"wara8","ورق"
"t3mlhom","تعملوهم"
"elklb","الكلب"
"2kh6bo6","اخطبوط"
"ahtm","اهتم"
"alawal","الاول"
"sadi8ti","صديقتي"
"masha6eb","مشاطيب"
"m67on","مطحون"
"6wlt","طولت"
"lisatekn","لساتكن"
"3liki","عليكي"
"mu'ta","مؤته"
"base6","بسيط"
"nmr8a","نمرقه"
"3oamh","عوامه"
"27ibak","احبك"
"2awal","اول"
"b2zea2e","بأزيائي"
"7a6le","حاطلي"
"9ba7","صباح"
"ahawe$","اهاوش"
"btmshy","بتمشي"
"teshrede","تشريده"
"s5afeh","سخافه"
"sharo","شره"
"9rmaiti","صرمايتي"
"aweli","اويلي"
"sa7bk","صاحبك"
"mshet","مشيت"
"$toyeh","شتويه"
"awqa7","اوقح"
"sda8te","صدقتي"
"eljeel","الجيل"
"3med","عميد"
"thanb","ذنب"
"m8lab","مقلب"
"aroo7","اروح"
"ynawlk","يناولك"
"bhyati","بحياتي"
"yehmekom","يحميكم"
"a36oni","اعطوني"
"wsndtoh","وسندته"
"7aflh","حفله"
"halyn","حاليا"
"el7e6","الحيط"
"sa7bti","صاحبتي"
"hana2","هناء"
"tensy","تنسي"
"8ayletlha","قايليتلها"
"sof","صف"
"a83d","اقعد"
"elfanajen","الفناجين"
"la","لا"
"wajbko","واجبكو"
"albe","ألبي"
"a7amar","احمر"
"5alte","خالتي"
"lisatek","لساتك"
"el$a6","الشط"
"garabte","قربتي"
"sawa","سوا"
"mshtaglk","مشتاقلك"
"3bartk","عبرتك"
"3l","عل"
"ma3eh","معه"
"re7ah","ريحه"
"ka$","كاش"
"eybarik","يبارك"
"bt3mlha","بتعملها"
"mshnga","مشنقه"
"amora","اموره"
"bels3odeh","بالسعوديه"
"rasy","راسي"
"ekhrasi","اخرسي"
"galb","قالب"
"sbe3","سبع"
"2draseh","ادراسه"
"7bibti","حبيبتي"
"3'reeb","غريب"
"elmo7adthat","المحادثات"
"bnshawo","بنشوو"
"mshta8li","مشتاقلي"
"mshta2tilak","مشتائتلك"
"bt3rafe","بتعرفي"
"elkelmeh","الكلمه"
"3azemte","عزيمتي"
"bts3dk","بتسعدك"
"5aliky","خليكي"
"e$arat","اشارات"
"at3lam","اتعلم"
"btseru","بتسيرو"
"7jr","حجر"
"maz3at","مازعات"
"eleshe","الأشي"
"mawdoo3","موضوع"
"5lsti","خلصتي"
"omo","امه"
"t$ta3'li","تشتغلي"
"z7alee8","زحاليق"
"m5tfe","مختفي"
"ttl3u","تطلعوا"
"latklmni","لاتكلمني"
"3aleh","عليه"
"frawlah","فروله"
"brd","برد"
"m3asel","معسل"
"2kotbe","اكتبي"
"8dam","قدام"
"brdlk","بردلك"
"ybalesh","يبلش"
"7asytkn","حاسيتكن"
"bt5oni","بتخوني"
"7b96rsh","حبطرش"
"msha3re","مشاعري"
"t3awni","تعاوني"
"inbasa6o","انبسطو"
"shf8a","شفقه"
"yb3tlak","يبعتلك"
"aymta","ايمتى"
"fwds","فودس"
"elm3alem","المعلم"
"hiba","هبه"
"brmajeh","برمجه"
"4keh","ذكيه"
"zab6naha","زبطناها"
"wa8ef","واقف"
"m8lobah","مقلوبه"
"ehdek","أهديك"
"kayfi","كيفي"
"elbank","البنك"
"d7katak","ضحكاتك"
"m6a3moh","مطاعمه"
"alaa","الاء"
"shawaya","شويه"
"na3meh","ناعمه"
"yhneke","يهنيكي"
"as7b","اسحب"
"blbdayh","بالبدايه"
"ktbt","كتبت"
"atmn","اطمن"
"alrjal","الرجال"
"ka2no","كأنو"
"zoureek","زوريك"
"bt7sbi","بتحسبي"
"jad","جاد"
"bdroso","بدرسو"
"n7na","نحنا"
"al3'ale","الغالي"
"btsaw8o","بتسوقوا"
"t3ishi","تعيشي"
"wallah","والله"
"jnbi","جنبي"
"ghero","غيرو"
"elfrere","الفريري"
"ro3b","رعب"
"9ahba","صاحبه"
"donya","دنيا"
"3omry","عمري"
"btkbrsh","بتكبرش"
"at5oth","اتخوث"
"3ashar","عاشر"
"es3af","اسعاف"
"nfseeh","نفسيه"
"nor","نور"
"7o9ty","حصتي"
"hay","هاي"
"lbard","البارد"
"m$an","مشان"
"yslmole","يسلمولي"
"y5ti","يختي"
"mrattab","مرتب"
"mn$k7ah","منشكحه"
"el6are8","الطريق"
"tod5ol","تدخل"
"tjeb","تجيب"
"bhay","يهاي"
"3ajztena","عجزتينا"
"3'asasen","غسان"
"tofa","توفى"
"y$ofo","يشوفه"
"elkar$at","الكرشات"
"islamyeh","اسلاميه"
"ms23ak","مسئعك"
"n3al8ha","نعلقها"
"el$k","الشك"
"56ayah","خطايا"
"6al3eh","طالعه"
"3nod","عنود"
"akherat","اخرة"
"ybedel","يبدل"
"saqer","صقر"
"2jaweb","اجاوب"
"bt3rafeh","بتعرفيه"
"bree2k","برأيك"
"23jalhm","اعجالهم"
"tname","تنامي"
"3abrne","عبرني"
"2bsh3k","ابشعك"
"n3meh","نعمه"
"7bten","حبتين"
"ordneh","اردنيه"
"btswi","بتسوي"
"5aleje","خليجي"
"malne$","مالنيش"
"br7loni","برحلوني"
"elbaladeh","البلاده"
"mna7","مناح"
"elbadaw","البدو"
"3ajebtny","عاجيبتني"
"mshgog","مشقوق"
"entasrna","انتصرنا"
"y3ny","يعني"
"qr2t","قرات"
"btdawem","بتداوم"
"3njd","عنجد"
"5br","خبر"
"mfatseen","مفطسين"
"banout","بنوت"
"ba8een","باقيين"
"mbso6","مبسوط"
"3o6lete","عطلتي"
"m$ta8a","مشتاقه"
"t3aln","تعالن"
"batzakarhom","بتزكرهم"
"majed","مجيد"
"eb$eri","ابشري"
"arawe7","اروح"
"3azemtini","عزمتيني"
"am7nsh","امحنش"
"bashba3","بشبع"
"yser","يسير"
"mtanesh","مطنش"
"7dode","حدودي"
"$8ra","شقرا"
"shiklak","شكلك"
"tbay5t","تبايخت"
"btee5","بطيخ"
"7e9t","حصة"
"bmz7","بمزح"
"elmontazh","المنتزه"
"eshari","اسهري"
"b6wl","بطول"
"dore","دوري"
"b3r9'k","بعرضك"
"ydrboni","يدربوني"
"hala","هلا"
"btoush","بطش"
"elrwa8","الرواق"
"bdroshm","بدرسهم"
"$7nt","شحنت"
"bl3'l6","بالغلط"
"b7awl","بحاول"
"8asdi","قصدي"
"aldinea","الدنيا"
"l7meh","لحمه"
"wa3","واع"
"mb3dk","مبعدك"
"kent","كنت"
"z8to","زقتو"
"by$bahko","بيشبهكوا"
"ao8sem","اقسم"
"gblha","قبلها"
"7drta","حضرته"
"8lbe","قلبي"
"mnowar","منور"
"8aelh","قايله"
"sha9yat","شصيات"
"gelal","قلال"
"raghda","رغده"
"2azok","ازوق"
"fkarty","فكرتي"
"y3inha","يعنها"
"ar8eleh","ارقيله"
"t7ki","تحكي"
"khalgni","خلقني"
"saf","صف"
"6ay8","طايق"
"ba3refak","بعرفك"
"sofra","سفره"
"ba6el","باطل"
"ne7md","نحمد"
"w9lna","وصلنا"
"anak","انك"
"e3tabreh","اعتبريه"
"2l8r3a","القرعه"
"7sbi","حسبي"
"madaba","مادبا"
"mnro7","منروح"
"akthar","اكثر"
"jawbene","جاوبيني"
"ray8a","رايقه"
"rwa7kom","روحكم"
"elmdrsh","المدرسه"
"ilak","الك"
"3$ert","عشيرة"
"jawbi","جاوبي"
"bs2alha","بسألها"
"mnaker","مناكير"
"bnat","بنات"
"sar5","صرخ"
"bthy2lkm","بتهيألكم"
"bt3rfha","بتعرفها"
"e3malole","اعملولي"
"wa7edeh","وحيده"
"3elihom","عليهم"
"s2ltlo","سألتله"
"babe","بيبي"
"bt5wt","بتخوت"
"9'fteni","ضفتيني"
"2ktr","اكتر"
"amor","امور"
"elmodn","المدن"
"rneli","رنلي"
"3refto","عرفتو"
"klamy","كلامي"
"m5msh","مخمش"
"5tmt","ختمت"
"bt3eb","بتعب"
"basha","باشا"
"el7a6a","الحطه"
"3younik","عيونك"
"3'erfty","غرفتي"
"asfeh","اسفه"
"mlou5ea","ملوخيه"
"3me8a","عميقه"
"i7bat","احباط"
"a3dlk","اعدلك"
"y5ale9","يخلص"
"el7ub","الحب"
"eshtret","اشتريت"
"ba3den","بعدين"
"shtgtlk","اشتقتلك"
"elwa7ed","الواحد"
"btshufi","بتشوفي"
"baba","بابا"
"bn8dar","بنقدر"
"jr7t","جرحت"
"traj3esh","ترجعيش"
"bt3ber","بتعبر"
"elrajem","الرجيم"
"tnksne","تنكسني"
"b8om","بقوم"
"ebn","ابن"
"l7a2","لحأ"
"alman3","المانع"
"bn9'ef","بنضيف"
"e5rs","اخرس"
"7a8deh","حاقده"
"b3id","بعيد"
"3'be","غبي"
"zenet","زينة"
"haboubtii","حبوبتي"
"makeh","مكه"
"yhneeko","يهنيكوا"
"fo8","فوق"
"ybdelha","يبدلها"
"albab","الباب"
"ylm","يلم"
"bt3rfehom","بتعرفيهم"
"rnet","رنيت"
"e6fe","اطفي"
"arouh","اروح"
"blsalameh","بالسلامه"
"5beha","خبيها"
"bsh3rha","بشعرها"
"3orsk","عرسك"
"btensa","بتنسى"
"eltawjehe","التوجيهي"
"m5zag","مخزق"
"hanat","هانت"
"jd","جد"
"n$fan","نشفن"
"3r9'ha","عرضها"
"2ntabha","انتبها"
"s7abati","صحاباتي"
"3ar9","عرص"
"abadlek","ابادلك"
"ytzan5","يتزانخ"
"nt3rf","نتعرف"
"elmofrtah","المفرطه"
"tbd2","تبدأ"
"3elke","علكه"
"asht3'l","اشتغل"
"feeha","فيها"
"n9eb","نصيب"
"elkemya","الكيمياء"
"b3rf$","بعرفش"
"2jeblk","اجيبلك"
"y7remni","يحرمني"
"glbak","قلبك"
"3zaha2","عزهأ"
"alyom","اليوم"
"2e7na","احنا"
"btfed","بتفيد"
"5eo6","خيوط"
"da3s","دعس"
"tes3h","تسعه"
"ta3i","تاعي"
"mo3'la8ah","مغلقه"
"8areha","قاريها"
"albait","البيت"
"aljay","الجاي"
"ma5da","مخده"
"dsher","دشر"
"78y8i","حقيقي"
"wbtkhaf","وبتخاف"
"hbl","هبل"
"marat","مرات"
"mhabel","مهابيل"
"m2dbeh","مأدبه"
"almohim","المهم"
"rjleha","رجليها"
"shalot","شلوت"
"m2dmen","مئدمين"
"ytfajm","يتفاجم"
"ahlek","اهلك"
"2sa7b","اسحب"
"btata","بطاطا"
